external_id;nombre;categoria;precio;stock;estado;descripcion;sede_id
PROD-0275;"Producto sintético 275";Bebidas;76.25;25;activo;"Descripción sintética con ñ 275";123
PROD-0276;"Producto sintético 276";"Categoría no mapeada";77.32;26;activo;"Descripción sintética con ñ 276";123
PROD-0277;"Producto sintético 277";Bebidas;78.39;27;activo;"Descripción sintética con ñ 277";123
PROD-0278;"Producto sintético 278";Nutrición;79.46;28;activo;"Descripción sintética con ñ 278";123
PROD-0279;"Producto sintético 279";"Categoría no mapeada";80.53;29;activo;"Descripción sintética con ñ 279";123
PROD-0280;"Producto sintético 280";Nutrición;81.60;30;activo;"Descripción sintética con ñ 280";123
PROD-0281;"Producto sintético 281";Bebidas;82.67;31;activo;"Descripción sintética con ñ 281";123
PROD-0282;"Producto sintético 282";"Categoría no mapeada";83.74;32;activo;"Descripción sintética con ñ 282";123
PROD-0283;"Producto sintético 283";Bebidas;84.81;33;activo;"Descripción sintética con ñ 283";123
PROD-0284;"Producto sintético 284";Nutrición;85.88;34;activo;"Descripción sintética con ñ 284";123
PROD-0285;"Producto sintético 285";"Categoría no mapeada";86.95;35;activo;"Descripción sintética con ñ 285";123
PROD-0286;"Producto sintético 286";Nutrición;87.02;36;activo;"Descripción sintética con ñ 286";123
PROD-0287;"Producto sintético 287";Bebidas;88.09;37;activo;"Descripción sintética con ñ 287";123
PROD-0288;"Producto sintético 288";"Categoría no mapeada";89.16;38;activo;"Descripción sintética con ñ 288";123
PROD-0289;"Producto sintético 289";Bebidas;90.23;39;inactivo;"Descripción sintética con ñ 289";123
PROD-0290;"Producto sintético 290";Nutrición;91.30;40;activo;"Descripción sintética con ñ 290";123
PROD-0291;"Producto sintético 291";"Categoría no mapeada";92.37;41;activo;"Descripción sintética con ñ 291";123
PROD-0292;"Producto sintético 292";Nutrición;93.44;42;activo;"Descripción sintética con ñ 292";123
PROD-0293;"Producto sintético 293";Bebidas;94.51;43;activo;"Descripción sintética con ñ 293";123
PROD-0294;"Producto sintético 294";"Categoría no mapeada";95.58;44;activo;"Descripción sintética con ñ 294";123
PROD-0295;"Producto sintético 295";Bebidas;96.65;45;activo;"Descripción sintética con ñ 295";123
PROD-0296;"Producto sintético 296";Nutrición;97.72;46;activo;"Descripción sintética con ñ 296";123
PROD-0297;"Producto sintético 297";"Categoría no mapeada";98.79;47;activo;"Descripción sintética con ñ 297";123
PROD-0298;"Producto sintético 298";Nutrición;99.86;48;activo;"Descripción sintética con ñ 298";123
PROD-0299;"Producto sintético 299";Bebidas;100.93;49;activo;"Descripción sintética con ñ 299";123
PROD-0300;"Producto sintético 300";"Categoría no mapeada";1.00;50;activo;"Descripción sintética con ñ 300";123
PROD-0301;"Producto sintético 301";Bebidas;2.07;51;activo;"Descripción sintética con ñ 301";123
PROD-0302;"Producto sintético 302";Nutrición;3.14;52;activo;"Descripción sintética con ñ 302";123
PROD-0303;"Producto sintético 303";"Categoría no mapeada";4.21;53;activo;"Descripción sintética con ñ 303";123
PROD-0304;"Producto sintético 304";Nutrición;5.28;54;activo;"Descripción sintética con ñ 304";123
PROD-0305;"Producto sintético 305";Bebidas;6.35;55;activo;"Descripción sintética con ñ 305";123
PROD-0306;"Producto sintético 306";"Categoría no mapeada";7.42;56;inactivo;"Descripción sintética con ñ 306";123
PROD-0307;"Producto sintético 307";Bebidas;8.49;57;activo;"Descripción sintética con ñ 307";123
PROD-0308;"Producto sintético 308";Nutrición;9.56;58;activo;"Descripción sintética con ñ 308";123
PROD-0309;"Producto sintético 309";"Categoría no mapeada";10.63;59;activo;"Descripción sintética con ñ 309";123
PROD-0310;"Producto sintético 310";Nutrición;11.70;60;activo;"Descripción sintética con ñ 310";123
PROD-0311;"Producto sintético 311";Bebidas;12.77;61;activo;"Descripción sintética con ñ 311";123
PROD-0312;"Producto sintético 312";"Categoría no mapeada";13.84;62;activo;"Descripción sintética con ñ 312";123
PROD-0313;"Producto sintético 313";Bebidas;14.91;63;activo;"Descripción sintética con ñ 313";123
PROD-0314;"Producto sintético 314";Nutrición;15.98;64;activo;"Descripción sintética con ñ 314";123
PROD-0315;"Producto sintético 315";"Categoría no mapeada";16.05;65;activo;"Descripción sintética con ñ 315";123
PROD-0316;"Producto sintético 316";Nutrición;17.12;66;activo;"Descripción sintética con ñ 316";123
PROD-0317;"Producto sintético 317";Bebidas;18.19;67;activo;"Descripción sintética con ñ 317";123
PROD-0318;"Producto sintético 318";"Categoría no mapeada";19.26;68;activo;"Descripción sintética con ñ 318";123
PROD-0319;"Producto sintético 319";Bebidas;20.33;69;activo;"Descripción sintética con ñ 319";123
PROD-0320;"Producto sintético 320";Nutrición;21.40;70;activo;"Descripción sintética con ñ 320";123
PROD-0321;"Producto sintético 321";"Categoría no mapeada";22.47;71;activo;"Descripción sintética con ñ 321";123
PROD-0322;"Producto sintético 322";Nutrición;23.54;72;activo;"Descripción sintética con ñ 322";123
PROD-0323;"Producto sintético 323";Bebidas;24.61;73;inactivo;"Descripción sintética con ñ 323";123
PROD-0324;"Producto sintético 324";"Categoría no mapeada";25.68;74;activo;"Descripción sintética con ñ 324";123
PROD-0325;"Producto sintético 325";Bebidas;26.75;75;activo;"Descripción sintética con ñ 325";123
PROD-0326;"Producto sintético 326";Nutrición;27.82;76;activo;"Descripción sintética con ñ 326";123
PROD-0327;"Producto sintético 327";"Categoría no mapeada";28.89;77;activo;"Descripción sintética con ñ 327";123
PROD-0328;"Producto sintético 328";Nutrición;29.96;78;activo;"Descripción sintética con ñ 328";123
PROD-0329;"Producto sintético 329";Bebidas;30.03;79;activo;"Descripción sintética con ñ 329";123
PROD-0330;"Producto sintético 330";"Categoría no mapeada";31.10;80;activo;"Descripción sintética con ñ 330";123
PROD-0331;"Producto sintético 331";Bebidas;32.17;81;activo;"Descripción sintética con ñ 331";123
PROD-0332;"Producto sintético 332";Nutrición;33.24;82;activo;"Descripción sintética con ñ 332";123
PROD-0333;"Producto sintético 333";"Categoría no mapeada";34.31;83;activo;"Descripción sintética con ñ 333";123
PROD-0334;"Producto sintético 334";Nutrición;35.38;84;activo;"Descripción sintética con ñ 334";123
PROD-0335;"Producto sintético 335";Bebidas;36.45;85;activo;"Descripción sintética con ñ 335";123
PROD-0336;"Producto sintético 336";"Categoría no mapeada";37.52;86;activo;"Descripción sintética con ñ 336";123
PROD-0337;"Producto sintético 337";Bebidas;38.59;87;activo;"Descripción sintética con ñ 337";123
PROD-0338;"Producto sintético 338";Nutrición;39.66;88;activo;"Descripción sintética con ñ 338";123
PROD-0339;"Producto sintético 339";"Categoría no mapeada";40.73;89;activo;"Descripción sintética con ñ 339";123
PROD-0340;"Producto sintético 340";Nutrición;41.80;90;inactivo;"Descripción sintética con ñ 340";123
PROD-0341;"Producto sintético 341";Bebidas;42.87;91;activo;"Descripción sintética con ñ 341";123
PROD-0342;"Producto sintético 342";"Categoría no mapeada";43.94;92;activo;"Descripción sintética con ñ 342";123
PROD-0343;"Producto sintético 343";Bebidas;44.01;93;activo;"Descripción sintética con ñ 343";123
PROD-0344;"Producto sintético 344";Nutrición;45.08;94;activo;"Descripción sintética con ñ 344";123
PROD-0345;"Producto sintético 345";"Categoría no mapeada";46.15;95;activo;"Descripción sintética con ñ 345";123
PROD-0346;"Producto sintético 346";Nutrición;47.22;96;activo;"Descripción sintética con ñ 346";123
PROD-0347;"Producto sintético 347";Bebidas;48.29;97;activo;"Descripción sintética con ñ 347";123
PROD-0348;"Producto sintético 348";"Categoría no mapeada";49.36;98;activo;"Descripción sintética con ñ 348";123
PROD-0349;"Producto sintético 349";Bebidas;50.43;99;activo;"Descripción sintética con ñ 349";123
PROD-0350;"Producto sintético 350";Nutrición;51.50;100;activo;"Descripción sintética con ñ 350";123
PROD-0351;"Producto sintético 351";"Categoría no mapeada";52.57;101;activo;"Descripción sintética con ñ 351";123
PROD-0352;"Producto sintético 352";Nutrición;53.64;102;activo;"Descripción sintética con ñ 352";123
PROD-0353;"Producto sintético 353";Bebidas;54.71;103;activo;"Descripción sintética con ñ 353";123
PROD-0354;"Producto sintético 354";"Categoría no mapeada";55.78;104;activo;"Descripción sintética con ñ 354";123
PROD-0355;"Producto sintético 355";Bebidas;56.85;105;activo;"Descripción sintética con ñ 355";123
PROD-0356;"Producto sintético 356";Nutrición;57.92;106;activo;"Descripción sintética con ñ 356";123
PROD-0357;"Producto sintético 357";"Categoría no mapeada";58.99;107;inactivo;"Descripción sintética con ñ 357";123
PROD-0358;"Producto sintético 358";Nutrición;59.06;108;activo;"Descripción sintética con ñ 358";123
PROD-0359;"Producto sintético 359";Bebidas;60.13;109;activo;"Descripción sintética con ñ 359";123
PROD-0360;"Producto sintético 360";"Categoría no mapeada";61.20;110;activo;"Descripción sintética con ñ 360";123
PROD-0361;"Producto sintético 361";Bebidas;62.27;111;activo;"Descripción sintética con ñ 361";123
PROD-0362;"Producto sintético 362";Nutrición;63.34;112;activo;"Descripción sintética con ñ 362";123
PROD-0363;"Producto sintético 363";"Categoría no mapeada";64.41;113;activo;"Descripción sintética con ñ 363";123
PROD-0364;"Producto sintético 364";Nutrición;65.48;114;activo;"Descripción sintética con ñ 364";123
PROD-0365;"Producto sintético 365";Bebidas;66.55;115;activo;"Descripción sintética con ñ 365";123
PROD-0366;"Producto sintético 366";"Categoría no mapeada";67.62;116;activo;"Descripción sintética con ñ 366";123
PROD-0367;"Producto sintético 367";Bebidas;68.69;117;activo;"Descripción sintética con ñ 367";123
PROD-0368;"Producto sintético 368";Nutrición;69.76;118;activo;"Descripción sintética con ñ 368";123
PROD-0369;"Producto sintético 369";"Categoría no mapeada";70.83;119;activo;"Descripción sintética con ñ 369";123
PROD-0370;"Producto sintético 370";Nutrición;71.90;120;activo;"Descripción sintética con ñ 370";123
PROD-0371;"Producto sintético 371";Bebidas;72.97;121;activo;"Descripción sintética con ñ 371";123
PROD-0372;"Producto sintético 372";"Categoría no mapeada";73.04;122;activo;"Descripción sintética con ñ 372";123
PROD-0373;"Producto sintético 373";Bebidas;74.11;123;activo;"Descripción sintética con ñ 373";123
PROD-0374;"Producto sintético 374";Nutrición;75.18;124;inactivo;"Descripción sintética con ñ 374";123
PROD-0375;"Producto sintético 375";"Categoría no mapeada";76.25;125;activo;"Descripción sintética con ñ 375";123
PROD-0376;"Producto sintético 376";Nutrición;77.32;126;activo;"Descripción sintética con ñ 376";123
PROD-0377;"Producto sintético 377";Bebidas;78.39;127;activo;"Descripción sintética con ñ 377";123
PROD-0378;"Producto sintético 378";"Categoría no mapeada";79.46;128;activo;"Descripción sintética con ñ 378";123
PROD-0379;"Producto sintético 379";Bebidas;80.53;129;activo;"Descripción sintética con ñ 379";123
PROD-0380;"Producto sintético 380";Nutrición;81.60;130;activo;"Descripción sintética con ñ 380";123
PROD-0381;"Producto sintético 381";"Categoría no mapeada";82.67;131;activo;"Descripción sintética con ñ 381";123
PROD-0382;"Producto sintético 382";Nutrición;83.74;132;activo;"Descripción sintética con ñ 382";123
PROD-0383;"Producto sintético 383";Bebidas;84.81;133;activo;"Descripción sintética con ñ 383";123
PROD-0384;"Producto sintético 384";"Categoría no mapeada";85.88;134;activo;"Descripción sintética con ñ 384";123
PROD-0385;"Producto sintético 385";Bebidas;86.95;135;activo;"Descripción sintética con ñ 385";123
PROD-0386;"Producto sintético 386";Nutrición;87.02;136;activo;"Descripción sintética con ñ 386";123
PROD-0387;"Producto sintético 387";"Categoría no mapeada";88.09;137;activo;"Descripción sintética con ñ 387";123
PROD-0388;"Producto sintético 388";Nutrición;89.16;138;activo;"Descripción sintética con ñ 388";123
PROD-0389;"Producto sintético 389";Bebidas;90.23;139;activo;"Descripción sintética con ñ 389";123
PROD-0390;"Producto sintético 390";"Categoría no mapeada";91.30;140;activo;"Descripción sintética con ñ 390";123
PROD-0391;"Producto sintético 391";Bebidas;92.37;141;inactivo;"Descripción sintética con ñ 391";123
PROD-0392;"Producto sintético 392";Nutrición;93.44;142;activo;"Descripción sintética con ñ 392";123
PROD-0393;"Producto sintético 393";"Categoría no mapeada";94.51;143;activo;"Descripción sintética con ñ 393";123
PROD-0394;"Producto sintético 394";Nutrición;95.58;144;activo;"Descripción sintética con ñ 394";123
PROD-0395;"Producto sintético 395";Bebidas;96.65;145;activo;"Descripción sintética con ñ 395";123
PROD-0396;"Producto sintético 396";"Categoría no mapeada";97.72;146;activo;"Descripción sintética con ñ 396";123
PROD-0397;"Producto sintético 397";Bebidas;98.79;147;activo;"Descripción sintética con ñ 397";123
PROD-0398;"Producto sintético 398";Nutrición;99.86;148;activo;"Descripción sintética con ñ 398";123
PROD-0399;"Producto sintético 399";"Categoría no mapeada";100.93;149;activo;"Descripción sintética con ñ 399";123
PROD-0400;"Producto sintético 400";Nutrición;1.00;150;activo;"Descripción sintética con ñ 400";123
PROD-0401;"Producto sintético 401";Bebidas;2.07;151;activo;"Descripción sintética con ñ 401";123
PROD-0402;"Producto sintético 402";"Categoría no mapeada";3.14;152;activo;"Descripción sintética con ñ 402";123
PROD-0403;"Producto sintético 403";Bebidas;4.21;153;activo;"Descripción sintética con ñ 403";123
PROD-0404;"Producto sintético 404";Nutrición;5.28;154;activo;"Descripción sintética con ñ 404";123
PROD-0405;"Producto sintético 405";"Categoría no mapeada";6.35;155;activo;"Descripción sintética con ñ 405";123
PROD-0406;"Producto sintético 406";Nutrición;7.42;156;activo;"Descripción sintética con ñ 406";123
PROD-0407;"Producto sintético 407";Bebidas;8.49;157;activo;"Descripción sintética con ñ 407";123
PROD-0408;"Producto sintético 408";"Categoría no mapeada";9.56;158;inactivo;"Descripción sintética con ñ 408";123
PROD-0409;"Producto sintético 409";Bebidas;10.63;159;activo;"Descripción sintética con ñ 409";123
PROD-0410;"Producto sintético 410";Nutrición;11.70;160;activo;"Descripción sintética con ñ 410";123
PROD-0411;"Producto sintético 411";"Categoría no mapeada";12.77;161;activo;"Descripción sintética con ñ 411";123
PROD-0412;"Producto sintético 412";Nutrición;13.84;162;activo;"Descripción sintética con ñ 412";123
PROD-0413;"Producto sintético 413";Bebidas;14.91;163;activo;"Descripción sintética con ñ 413";123
PROD-0414;"Producto sintético 414";"Categoría no mapeada";15.98;164;activo;"Descripción sintética con ñ 414";123
PROD-0415;"Producto sintético 415";Bebidas;16.05;165;activo;"Descripción sintética con ñ 415";123
PROD-0416;"Producto sintético 416";Nutrición;17.12;166;activo;"Descripción sintética con ñ 416";123
PROD-0417;"Producto sintético 417";"Categoría no mapeada";18.19;167;activo;"Descripción sintética con ñ 417";123
PROD-0418;"Producto sintético 418";Nutrición;19.26;168;activo;"Descripción sintética con ñ 418";123
PROD-0419;"Producto sintético 419";Bebidas;20.33;169;activo;"Descripción sintética con ñ 419";123
PROD-0420;"Producto sintético 420";"Categoría no mapeada";21.40;170;activo;"Descripción sintética con ñ 420";123
PROD-0421;"Producto sintético 421";Bebidas;22.47;171;activo;"Descripción sintética con ñ 421";123
PROD-0422;"Producto sintético 422";Nutrición;23.54;172;activo;"Descripción sintética con ñ 422";123
PROD-0423;"Producto sintético 423";"Categoría no mapeada";24.61;173;activo;"Descripción sintética con ñ 423";123
PROD-0424;"Producto sintético 424";Nutrición;25.68;174;activo;"Descripción sintética con ñ 424";123
PROD-0425;"Producto sintético 425";Bebidas;26.75;175;inactivo;"Descripción sintética con ñ 425";123
PROD-0426;"Producto sintético 426";"Categoría no mapeada";27.82;176;activo;"Descripción sintética con ñ 426";123
PROD-0427;"Producto sintético 427";Bebidas;28.89;177;activo;"Descripción sintética con ñ 427";123
PROD-0428;"Producto sintético 428";Nutrición;29.96;178;activo;"Descripción sintética con ñ 428";123
PROD-0429;"Producto sintético 429";"Categoría no mapeada";30.03;179;activo;"Descripción sintética con ñ 429";123
PROD-0430;"Producto sintético 430";Nutrición;31.10;180;activo;"Descripción sintética con ñ 430";123
PROD-0431;"Producto sintético 431";Bebidas;32.17;181;activo;"Descripción sintética con ñ 431";123
PROD-0432;"Producto sintético 432";"Categoría no mapeada";33.24;182;activo;"Descripción sintética con ñ 432";123
PROD-0433;"Producto sintético 433";Bebidas;34.31;183;activo;"Descripción sintética con ñ 433";123
PROD-0434;"Producto sintético 434";Nutrición;35.38;184;activo;"Descripción sintética con ñ 434";123
PROD-0435;"Producto sintético 435";"Categoría no mapeada";36.45;185;activo;"Descripción sintética con ñ 435";123
PROD-0436;"Producto sintético 436";Nutrición;37.52;186;activo;"Descripción sintética con ñ 436";123
PROD-0437;"Producto sintético 437";Bebidas;38.59;187;activo;"Descripción sintética con ñ 437";123
PROD-0438;"Producto sintético 438";"Categoría no mapeada";39.66;188;activo;"Descripción sintética con ñ 438";123
PROD-0439;"Producto sintético 439";Bebidas;40.73;189;activo;"Descripción sintética con ñ 439";123
PROD-0440;"Producto sintético 440";Nutrición;41.80;190;activo;"Descripción sintética con ñ 440";123
PROD-0441;"Producto sintético 441";"Categoría no mapeada";42.87;191;activo;"Descripción sintética con ñ 441";123
PROD-0442;"Producto sintético 442";Nutrición;43.94;192;inactivo;"Descripción sintética con ñ 442";123
PROD-0443;"Producto sintético 443";Bebidas;44.01;193;activo;"Descripción sintética con ñ 443";123
PROD-0444;"Producto sintético 444";"Categoría no mapeada";45.08;194;activo;"Descripción sintética con ñ 444";123
PROD-0445;"Producto sintético 445";Bebidas;46.15;195;activo;"Descripción sintética con ñ 445";123
PROD-0446;"Producto sintético 446";Nutrición;47.22;196;activo;"Descripción sintética con ñ 446";123
PROD-0447;"Producto sintético 447";"Categoría no mapeada";48.29;197;activo;"Descripción sintética con ñ 447";123
PROD-0448;"Producto sintético 448";Nutrición;49.36;198;activo;"Descripción sintética con ñ 448";123
PROD-0449;"Producto sintético 449";Bebidas;50.43;199;activo;"Descripción sintética con ñ 449";123
PROD-0450;"Producto sintético 450";"Categoría no mapeada";51.50;200;activo;"Descripción sintética con ñ 450";123
PROD-0451;"Producto sintético 451";Bebidas;52.57;201;activo;"Descripción sintética con ñ 451";123
PROD-0452;"Producto sintético 452";Nutrición;53.64;202;activo;"Descripción sintética con ñ 452";123
PROD-0453;"Producto sintético 453";"Categoría no mapeada";54.71;203;activo;"Descripción sintética con ñ 453";123
PROD-0454;"Producto sintético 454";Nutrición;55.78;204;activo;"Descripción sintética con ñ 454";123
PROD-0455;"Producto sintético 455";Bebidas;56.85;205;activo;"Descripción sintética con ñ 455";123
PROD-0456;"Producto sintético 456";"Categoría no mapeada";57.92;206;activo;"Descripción sintética con ñ 456";123
PROD-0457;"Producto sintético 457";Bebidas;58.99;207;activo;"Descripción sintética con ñ 457";123
PROD-0458;"Producto sintético 458";Nutrición;59.06;208;activo;"Descripción sintética con ñ 458";123
PROD-0459;"Producto sintético 459";"Categoría no mapeada";60.13;209;inactivo;"Descripción sintética con ñ 459";123
PROD-0460;"Producto sintético 460";Nutrición;61.20;210;activo;"Descripción sintética con ñ 460";123
PROD-0461;"Producto sintético 461";Bebidas;62.27;211;activo;"Descripción sintética con ñ 461";123
PROD-0462;"Producto sintético 462";"Categoría no mapeada";63.34;212;activo;"Descripción sintética con ñ 462";123
PROD-0463;"Producto sintético 463";Bebidas;64.41;213;activo;"Descripción sintética con ñ 463";123
PROD-0464;"Producto sintético 464";Nutrición;65.48;214;activo;"Descripción sintética con ñ 464";123
PROD-0465;"Producto sintético 465";"Categoría no mapeada";66.55;215;activo;"Descripción sintética con ñ 465";123
PROD-0466;"Producto sintético 466";Nutrición;67.62;216;activo;"Descripción sintética con ñ 466";123
PROD-0467;"Producto sintético 467";Bebidas;68.69;217;activo;"Descripción sintética con ñ 467";123
PROD-0468;"Producto sintético 468";"Categoría no mapeada";69.76;218;activo;"Descripción sintética con ñ 468";123
PROD-0469;"Producto sintético 469";Bebidas;70.83;219;activo;"Descripción sintética con ñ 469";123
PROD-0470;"Producto sintético 470";Nutrición;71.90;220;activo;"Descripción sintética con ñ 470";123
PROD-0471;"Producto sintético 471";"Categoría no mapeada";72.97;221;activo;"Descripción sintética con ñ 471";123
PROD-0472;"Producto sintético 472";Nutrición;73.04;222;activo;"Descripción sintética con ñ 472";123
PROD-0473;"Producto sintético 473";Bebidas;74.11;223;activo;"Descripción sintética con ñ 473";123
PROD-0474;"Producto sintético 474";"Categoría no mapeada";75.18;224;activo;"Descripción sintética con ñ 474";123
PROD-0475;"Producto sintético 475";Bebidas;76.25;225;activo;"Descripción sintética con ñ 475";123
PROD-0476;"Producto sintético 476";Nutrición;77.32;226;inactivo;"Descripción sintética con ñ 476";123
PROD-0477;"Producto sintético 477";"Categoría no mapeada";78.39;227;activo;"Descripción sintética con ñ 477";123
PROD-0478;"Producto sintético 478";Nutrición;79.46;228;activo;"Descripción sintética con ñ 478";123
PROD-0479;"Producto sintético 479";Bebidas;80.53;229;activo;"Descripción sintética con ñ 479";123
PROD-0480;"Producto sintético 480";"Categoría no mapeada";81.60;230;activo;"Descripción sintética con ñ 480";123
PROD-0481;"Producto sintético 481";Bebidas;82.67;231;activo;"Descripción sintética con ñ 481";123
PROD-0482;"Producto sintético 482";Nutrición;83.74;232;activo;"Descripción sintética con ñ 482";123
PROD-0483;"Producto sintético 483";"Categoría no mapeada";84.81;233;activo;"Descripción sintética con ñ 483";123
PROD-0484;"Producto sintético 484";Nutrición;85.88;234;activo;"Descripción sintética con ñ 484";123
PROD-0485;"Producto sintético 485";Bebidas;86.95;235;activo;"Descripción sintética con ñ 485";123
PROD-0486;"Producto sintético 486";"Categoría no mapeada";87.02;236;activo;"Descripción sintética con ñ 486";123
PROD-0487;"Producto sintético 487";Bebidas;88.09;237;activo;"Descripción sintética con ñ 487";123
PROD-0488;"Producto sintético 488";Nutrición;89.16;238;activo;"Descripción sintética con ñ 488";123
PROD-0489;"Producto sintético 489";"Categoría no mapeada";90.23;239;activo;"Descripción sintética con ñ 489";123
PROD-0490;"Producto sintético 490";Nutrición;91.30;240;activo;"Descripción sintética con ñ 490";123
PROD-0491;"Producto sintético 491";Bebidas;92.37;241;activo;"Descripción sintética con ñ 491";123
PROD-0492;"Producto sintético 492";"Categoría no mapeada";93.44;242;activo;"Descripción sintética con ñ 492";123
PROD-0493;"Producto sintético 493";Bebidas;94.51;243;inactivo;"Descripción sintética con ñ 493";123
PROD-0494;"Producto sintético 494";Nutrición;95.58;244;activo;"Descripción sintética con ñ 494";123
PROD-0495;"Producto sintético 495";"Categoría no mapeada";96.65;245;activo;"Descripción sintética con ñ 495";123
PROD-0496;"Producto sintético 496";Nutrición;97.72;246;activo;"Descripción sintética con ñ 496";123
PROD-0497;"Producto sintético 497";Bebidas;98.79;247;activo;"Descripción sintética con ñ 497";123
PROD-0498;"Producto sintético 498";"Categoría no mapeada";99.86;248;activo;"Descripción sintética con ñ 498";123
PROD-0499;"Producto sintético 499";Bebidas;100.93;249;activo;"Descripción sintética con ñ 499";123
PROD-0500;"Producto sintético 500";Nutrición;1.00;0;activo;"Descripción sintética con ñ 500";123
